,timeCode,blendShapes.EyeBlinkLeft,blendShapes.EyeLookDownLeft,blendShapes.EyeLookInLeft,blendShapes.EyeLookOutLeft,blendShapes.EyeLookUpLeft,blendShapes.EyeSquintLeft,blendShapes.EyeWideLeft,blendShapes.EyeBlinkRight,blendShapes.EyeLookDownRight,blendShapes.EyeLookInRight,blendShapes.EyeLookOutRight,blendShapes.EyeLookUpRight,blendShapes.EyeSquintRight,blendShapes.EyeWideRight,blendShapes.JawForward,blendShapes.JawLeft,blendShapes.JawRight,blendShapes.JawOpen,blendShapes.MouthClose,blendShapes.MouthFunnel,blendShapes.MouthPucker,blendShapes.MouthLeft,blendShapes.MouthRight,blendShapes.MouthSmileLeft,blendShapes.MouthSmileRight,blendShapes.MouthFrownLeft,blendShapes.MouthFrownRight,blendShapes.MouthDimpleLeft,blendShapes.MouthDimpleRight,blendShapes.MouthStretchLeft,blendShapes.MouthStretchRight,blendShapes.MouthRollLower,blendShapes.MouthRollUpper,blendShapes.MouthShrugLower,blendShapes.MouthShrugUpper,blendShapes.MouthPressLeft,blendShapes.MouthPressRight,blendShapes.MouthLowerDownLeft,blendShapes.MouthLowerDownRight,blendShapes.MouthUpperUpLeft,blendShapes.MouthUpperUpRight,blendShapes.BrowDownLeft,blendShapes.BrowDownRight,blendShapes.BrowInnerUp,blendShapes.BrowOuterUpLeft,blendShapes.BrowOuterUpRight,blendShapes.CheekPuff,blendShapes.CheekSquintLeft,blendShapes.CheekSquintRight,blendShapes.NoseSneerLeft,blendShapes.NoseSneerRight,blendShapes.TongueOut,blendShapes.HeadRoll,blendShapes.HeadPitch,blendShapes.HeadYaw,blendShapes.TongueTipUp,blendShapes.TongueTipDown,blendShapes.TongueTipLeft,blendShapes.TongueTipRight,blendShapes.TongueRollUp,blendShapes.TongueRollDown,blendShapes.TongueRollLeft,blendShapes.TongueRollRight,blendShapes.TongueUp,blendShapes.TongueDown,blendShapes.TongueLeft,blendShapes.TongueRight,blendShapes.TongueIn,blendShapes.TongueStretch,blendShapes.TongueWide,blendShapes.TongueNarrow
0,0.0,0.013927617110311985,0.0,0.0,0.0,0.0,0.0,0.00046084917266853154,0.014754212461411953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02703801728785038,0.10162835568189621,0.0,0.0,0.029840784147381783,0.003850593464449048,0.002301280153915286,0.09888906031847,0.11433573812246323,0.0,0.007539213169366121,0.12373163551092148,0.13243156671524048,0.004126557614654303,0.005211551208049059,0.0,0.01314528938382864,0.3969227969646454,0.02597562037408352,0.002947818720713258,0.0,0.0,0.0011971564963459969,0.002272478537634015,0.0,0.06938323378562927,0.07368238270282745,0.0,0.010590177029371262,0.0,0.0,0.0,0.0,0.002646099543198943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018042712472379208,0.0,0.0,0.01151045598089695,0.20000000298023224,0.0,0.0005989706260152161,0.0,0.010662240907549858,0.036617863923311234,0.05146412551403046
1,0.03333333333333333,0.0332530178129673,0.0,0.0,0.0,0.0,0.0,0.0005079642869532108,0.03401946276426315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02693045511841774,0.1053207740187645,0.0,0.0,0.00903088878840208,0.005148196592926979,0.0032670467626303434,0.10978958755731583,0.12384431809186935,0.0,0.00782718788832426,0.1238156110048294,0.13213589787483215,0.003440125612542033,0.004521532449871302,0.0,0.007483646273612976,0.4400986433029175,0.030789656564593315,0.0028506426606327295,0.0,0.0,0.0011528909672051668,0.002711762674152851,0.0,0.10813791304826736,0.11226477473974228,0.0,0.011495045386254787,0.0,0.0,0.0,0.0,0.0029845458921045065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030391168547794223,0.0,0.0,0.006270022131502628,0.20000000298023224,0.0,0.00026801018975675106,0.0,0.011540016159415245,0.03265354782342911,0.04423581808805466
2,0.06666666666666667,0.034248773008584976,0.0,0.0,0.0,0.0,0.0,0.0005228102672845125,0.03505054861307144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02730642817914486,0.1084345132112503,0.0,0.0,0.007083047181367874,0.005150891374796629,0.003413793398067355,0.10808032006025314,0.12232787907123566,0.0,0.007794864475727081,0.1195080503821373,0.127898707985878,0.00339512899518013,0.004472640808671713,0.0,0.0035559094976633787,0.4594932794570923,0.03325709328055382,0.0026743856724351645,0.0,0.0,0.0009980093454942107,0.0029691471718251705,0.0,0.10953648388385773,0.11377613991498947,0.0,0.011760628782212734,0.0,0.0,0.0,0.0,0.003059311769902706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004746122285723686,0.20000000298023224,0.0,5.8350291510578245e-05,0.0,0.006154448259621859,0.02351365238428116,0.03295071795582771
3,0.1,0.03544424846768379,0.0,0.0,0.0,0.0,0.0,0.0005367572885006666,0.03626442700624466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027338964864611626,0.11069651693105698,0.0,0.0,0.014138498343527317,0.004958619829267263,0.0033543661702424288,0.10799004882574081,0.12161494791507721,0.0,0.00786737259477377,0.10997450351715088,0.11823923885822296,0.0035195332020521164,0.004589088726788759,0.0,0.002425258979201317,0.46799224615097046,0.03582654520869255,0.0027277437038719654,0.0,0.0,0.0010575908236205578,0.003268361557275057,0.0,0.1126728430390358,0.11696163564920425,0.0,0.012047307565808296,0.0,0.0,0.0,0.0,0.003145929193124175,0.0,0.0,0.0,0.0,0.0,0.0,0.0038309937808662653,1.1788535630330443e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.20639796555042267,0.0,0.0,0.0,0.0046389056369662285,0.0,0.01854155957698822
4,0.13333333333333333,0.03773258998990059,0.0,0.0,0.0,0.0,0.0,0.0005511652561835945,0.03856765478849411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027769804000854492,0.11844214797019958,0.0,0.0,0.005077369511127472,0.005004124250262976,0.0036578846629709005,0.11186929792165756,0.12482964992523193,0.0,0.007954910397529602,0.10543394088745117,0.1135515570640564,0.0035350110847502947,0.004605820402503014,0.0,0.0,0.4909062087535858,0.03980020806193352,0.002917609643191099,0.0,0.0,0.0012495988048613071,0.0037741742562502623,0.0,0.11572839319705963,0.12006103247404099,0.0,0.012309025041759014,0.0,0.0,0.0,0.0,0.003284228965640068,0.0,0.0,0.0,0.0,0.0,0.0,0.013724453747272491,0.00011542224092409015,0.0,0.0,0.002058563521131873,0.0,0.0,0.0,0.223536878824234,0.0,0.0,0.0,0.0,0.0,0.05002448335289955
5,0.16666666666666666,0.03973006829619408,0.0,0.0,0.0,0.0,0.0,0.0005791094154119492,0.040604475885629654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02833843044936657,0.12331397831439972,0.0,0.0,0.0,0.0061681875959038734,0.004886043723672628,0.11011288315057755,0.12352662533521652,0.0,0.0077718449756503105,0.1087222695350647,0.11700809001922607,0.0036510624922811985,0.004727684892714024,0.0,0.0,0.5036453008651733,0.037435900419950485,0.002729238010942936,0.0,0.0,0.001057694898918271,0.0036653541028499603,0.0,0.11906008422374725,0.12344864755868912,0.0,0.012616879306733608,0.0,0.0,0.0,0.0,0.003351540071889758,0.0,0.0,0.0,0.0,0.0,0.0,0.014068329706788063,0.0003718228545039892,0.0,0.0,0.015112698078155518,0.0,0.0,0.0,0.26102307438850403,0.0,0.0,0.0,0.0,0.0,0.095978744328022
6,0.2,0.042006928473711014,0.0,0.0,0.0,0.0,0.0,0.0005724489456042647,0.04287487268447876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028892142698168755,0.13249436020851135,0.0,0.0,0.0,0.009922625496983528,0.008815910667181015,0.10201072692871094,0.11529134958982468,0.0,0.007063054013997316,0.10300437361001968,0.11109204590320587,0.00667201355099678,0.007696999702602625,0.0,0.0023420415818691254,0.49939775466918945,0.023161722347140312,0.002244846662506461,0.0,0.0,0.0005610479856841266,0.0025855135172605515,0.0,0.12171193957328796,0.1260097622871399,0.0018526609055697918,0.012606311589479446,0.0,0.0,0.0,0.0,0.003214944852516055,0.0,0.0,0.0,0.0,0.0,0.0,0.008287269622087479,0.0005580279976129532,0.0,0.0,0.03568236529827118,0.0,0.0,0.0,0.308443546295166,0.0,0.0,0.0,0.0,0.0,0.1503305733203888
7,0.23333333333333334,0.045784130692481995,0.0,0.0,0.0,0.0,0.0,0.0005277807358652353,0.04659898206591606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029696350917220116,0.14454211294651031,0.0,0.0,0.0,0.01528814435005188,0.015070256777107716,0.0949169173836708,0.10816366970539093,0.0,0.006197075825184584,0.10930818319320679,0.11747081577777863,0.009074660949409008,0.010058610700070858,0.0,0.0036602518521249294,0.5297702550888062,0.004724671598523855,0.002066501881927252,0.0,0.0,0.00038410781417042017,0.0011277890298515558,0.0,0.12381870299577713,0.1281408816576004,0.010090365074574947,0.012702949345111847,0.0,0.0,0.0,0.0,0.0029350495897233486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052998125553131104,0.0,0.0,0.0,0.3337480425834656,0.0,0.0,0.008571799844503403,0.0,0.0,0.18190898001194
8,0.26666666666666666,0.05188480392098427,0.0,0.0,0.0,0.0,0.0,0.0005393555038608611,0.05277638137340546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029624728485941887,0.15993276238441467,0.0,0.0,0.0,0.017303304746747017,0.017404580488801003,0.07913126051425934,0.09082643687725067,0.0,0.005642447154968977,0.12288786470890045,0.13083794713020325,0.009342013858258724,0.010303962044417858,0.0,0.013999962247908115,0.5096924304962158,0.0,0.002818722976371646,0.0,0.0,0.0009775501675903797,0.0006671726005151868,0.0,0.12758108973503113,0.13213272392749786,0.011768067255616188,0.013155382126569748,0.0,0.0,0.0,0.0,0.00277353054843843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028016138821840286,0.0,0.0,0.0,0.24644780158996582,0.0,0.0006840548594482243,0.05922358110547066,0.0,0.0,0.0908983126282692
9,0.3,0.05808461457490921,0.0,0.0,0.0,0.0,0.0,0.0006756108487024903,0.059144411236047745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03236021474003792,0.18648633360862732,0.0,0.0,0.0,0.0162018034607172,0.01577785611152649,0.05287552997469902,0.06335144490003586,0.0,0.005490710027515888,0.10806109011173248,0.11616761982440948,0.011672582477331161,0.012693474069237709,0.0,0.03766338899731636,0.3982403576374054,0.0,0.003906506113708019,0.0,0.0,0.0017069129971787333,0.0019232118502259254,0.0,0.14098510146141052,0.14601069688796997,0.006461153272539377,0.014438718557357788,0.0,0.0,2.025465619226452e-05,0.0,0.0035689149517565966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02836567535996437,0.0,0.0,0.0,0.24149161577224731,0.0,0.0016196051146835089,0.10459974408149719,0.0,0.0,0.07514993846416473
